                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                  1.262,                 1.4064,                 1.4414,                0.45979,                0.54444,                0.46498,                0.28881,                 1.2934,                  1.761,                 1.8086,              0.0012875,              0.0012875,              0.0012875
                     15,                 1.2562,                 1.3913,                  1.438,                0.53435,                0.57525,                0.55281,                0.35078,                 1.3004,                 1.4984,                 1.8121,              0.0012757,              0.0012757,              0.0012757
                     16,                  1.241,                 1.3737,                  1.434,                0.56865,                0.62736,                0.60483,                0.38017,                 1.3232,                  1.437,                 1.8384,               0.001264,               0.001264,               0.001264
                     17,                 1.2494,                 1.3601,                 1.4368,                0.54791,                0.59624,                0.58469,                0.37327,                  1.256,                 1.5058,                   1.76,              0.0012522,              0.0012522,              0.0012522
                     18,                 1.2595,                 1.3509,                 1.4334,                0.57031,                0.57321,                0.55078,                0.33777,                 1.3185,                 1.5025,                 1.8076,              0.0012404,              0.0012404,              0.0012404
                     19,                 1.2223,                 1.3213,                 1.4211,                0.40178,                 0.5716,                0.43508,                0.28457,                 1.2745,                 1.7507,                 1.7561,              0.0012286,              0.0012286,              0.0012286
                     20,                 1.2147,                 1.3131,                 1.4064,                0.50399,                0.64084,                 0.5729,                 0.3605,                 1.3016,                  1.507,                 1.7719,              0.0012168,              0.0012168,              0.0012168
                     21,                 1.2218,                 1.3094,                 1.4105,                0.49462,                0.56862,                 0.5122,                0.33195,                 1.2567,                 1.5769,                 1.7652,               0.001205,               0.001205,               0.001205
                     22,                  1.223,                 1.2897,                 1.4068,                0.59218,                0.62304,                0.61179,                0.38902,                 1.2696,                 1.3509,                 1.7534,              0.0011932,              0.0011932,              0.0011932
                     23,                 1.2073,                 1.2694,                 1.3972,                0.56303,                 0.5905,                0.55133,                0.34048,                 1.3442,                 1.4721,                 1.8038,              0.0011814,              0.0011814,              0.0011814
                     24,                  1.205,                 1.2714,                 1.3957,                0.52609,                0.59333,                0.54799,                0.35847,                 1.2801,                 1.5333,                 1.7847,              0.0011696,              0.0011696,              0.0011696
                     25,                 1.1889,                 1.2439,                 1.3782,                0.56493,                0.62305,                0.60197,                0.39661,                 1.2173,                 1.3814,                 1.7373,              0.0011578,              0.0011578,              0.0011578
                     26,                 1.1769,                 1.2382,                 1.3851,                0.62736,                0.62736,                0.65797,                0.43599,                  1.221,                 1.3724,                 1.7175,              0.0011461,              0.0011461,              0.0011461
                     27,                 1.1829,                 1.2134,                 1.3789,                0.65245,                 0.5959,                0.60756,                0.40306,                 1.2546,                 1.3373,                 1.7519,              0.0011343,              0.0011343,              0.0011343
                     28,                 1.1681,                  1.214,                 1.3826,                0.60731,                0.60569,                0.60898,                0.37421,                 1.2832,                 1.4196,                  1.817,              0.0011225,              0.0011225,              0.0011225
                     29,                 1.1823,                 1.1805,                 1.3728,                0.58598,                0.63179,                   0.62,                0.41147,                 1.2527,                   1.38,                 1.7563,              0.0011107,              0.0011107,              0.0011107
                     30,                 1.1709,                 1.1859,                 1.3661,                0.67156,                0.67343,                0.67139,                0.44777,                 1.1795,                 1.2934,                 1.6946,              0.0010989,              0.0010989,              0.0010989
                     31,                 1.1495,                 1.1779,                  1.364,                0.57173,                0.66209,                0.65093,                0.42651,                 1.1817,                  1.311,                 1.6764,              0.0010871,              0.0010871,              0.0010871
                     32,                  1.151,                 1.1657,                 1.3622,                0.51502,                0.64422,                0.57861,                0.38001,                 1.2299,                 1.4572,                 1.6877,              0.0010753,              0.0010753,              0.0010753
                     33,                 1.1334,                 1.1462,                  1.343,                0.62965,                 0.6475,                0.67248,                0.46247,                 1.1657,                 1.2447,                 1.6683,              0.0010635,              0.0010635,              0.0010635
                     34,                 1.1568,                  1.138,                 1.3531,                0.69807,                0.59644,                0.66779,                0.42066,                 1.3044,                 1.3047,                 1.7765,              0.0010517,              0.0010517,              0.0010517
                     35,                   1.13,                 1.1457,                 1.3479,                0.63651,                0.64044,                0.65866,                0.43761,                 1.2036,                  1.217,                 1.7096,                0.00104,                0.00104,                0.00104
                     36,                  1.141,                 1.1252,                 1.3471,                0.64004,                0.65587,                0.68239,                 0.4676,                 1.2083,                 1.2101,                 1.6939,              0.0010282,              0.0010282,              0.0010282
                     37,                  1.137,                 1.1215,                 1.3539,                0.64256,                0.66365,                0.67775,                0.45826,                 1.2276,                 1.2542,                 1.7119,              0.0010164,              0.0010164,              0.0010164
                     38,                 1.1302,                 1.1114,                 1.3495,                0.61321,                0.70459,                0.69333,                 0.4746,                 1.1376,                 1.1972,                 1.6154,              0.0010046,              0.0010046,              0.0010046
                     39,                 1.1276,                 1.1184,                 1.3499,                0.65763,                0.65596,                0.67838,                0.46484,                 1.1694,                 1.2247,                 1.6674,              0.0009928,              0.0009928,              0.0009928
                     40,                 1.1084,                 1.0891,                 1.3276,                0.64912,                0.67995,                0.67912,                0.46141,                 1.1674,                  1.207,                  1.673,             0.00098101,             0.00098101,             0.00098101
                     41,                 1.1224,                 1.0983,                 1.3334,                0.65325,                0.68347,                0.67322,                0.45639,                 1.1649,                 1.2081,                 1.6444,             0.00096922,             0.00096922,             0.00096922
                     42,                 1.1141,                   1.07,                 1.3228,                0.64769,                0.66814,                0.67707,                0.45176,                  1.208,                 1.2192,                 1.7179,             0.00095743,             0.00095743,             0.00095743
                     43,                 1.1179,                 1.0966,                 1.3368,                0.65501,                0.66387,                0.66252,                0.45781,                 1.1339,                 1.2328,                 1.6349,             0.00094564,             0.00094564,             0.00094564
                     44,                  1.099,                 1.0673,                 1.3227,                0.64383,                0.63012,                0.65168,                0.42879,                 1.2876,                 1.2964,                 1.7533,             0.00093385,             0.00093385,             0.00093385
                     45,                 1.0903,                 1.0831,                  1.322,                0.64888,                0.69627,                 0.6829,                0.46937,                 1.1756,                  1.227,                 1.6421,             0.00092206,             0.00092206,             0.00092206
                     46,                 1.0838,                 1.0476,                 1.3105,                0.60681,                0.67877,                0.64525,                0.44191,                 1.1617,                 1.2613,                 1.6494,             0.00091027,             0.00091027,             0.00091027
                     47,                 1.0915,                 1.0474,                 1.3175,                0.68594,                0.68926,                0.70401,                0.48055,                 1.1646,                 1.1832,                 1.6492,             0.00089848,             0.00089848,             0.00089848
                     48,                  1.098,                 1.0443,                 1.3192,                0.70602,                0.65601,                0.70591,                0.48344,                 1.1467,                 1.1963,                 1.6198,             0.00088669,             0.00088669,             0.00088669
                     49,                    1.1,                 1.0158,                 1.3069,                0.71826,                0.65046,                0.71377,                0.49199,                 1.1873,                  1.207,                 1.6861,             0.00087491,             0.00087491,             0.00087491
                     50,                 1.0798,                 1.0136,                 1.2945,                0.69017,                0.62068,                0.66767,                0.45453,                 1.1732,                 1.2057,                 1.6671,             0.00086312,             0.00086312,             0.00086312
                     51,                 1.0603,                 1.0222,                 1.3039,                0.71664,                0.64879,                0.69835,                0.47964,                 1.1872,                 1.1624,                 1.6624,             0.00085133,             0.00085133,             0.00085133
                     52,                 1.0623,                 1.0051,                 1.2985,                0.68011,                0.67729,                 0.6885,                0.47609,                 1.1532,                 1.1505,                 1.6325,             0.00083954,             0.00083954,             0.00083954
                     53,                 1.0806,                 1.0176,                 1.3007,                0.68569,                0.67818,                0.70545,                 0.5006,                 1.1606,                 1.1557,                 1.6927,             0.00082775,             0.00082775,             0.00082775
                     54,                  1.049,                 1.0033,                 1.2955,                0.67111,                0.65407,                0.68097,                0.45914,                  1.191,                 1.2133,                 1.6605,             0.00081596,             0.00081596,             0.00081596
                     55,                 1.0516,                0.97898,                 1.2868,                0.70562,                0.66889,                0.67182,                0.45519,                 1.1956,                 1.2364,                 1.6818,             0.00080417,             0.00080417,             0.00080417
                     56,                 1.0645,                0.98008,                 1.2945,                0.68728,                0.67643,                 0.7003,                0.49532,                 1.1639,                 1.1515,                 1.6508,             0.00079238,             0.00079238,             0.00079238
                     57,                 1.0526,                0.96986,                 1.2811,                 0.6958,                0.68029,                0.70045,                0.48144,                 1.2196,                 1.1596,                  1.733,             0.00078059,             0.00078059,             0.00078059
                     58,                 1.0434,                0.97087,                 1.2703,                0.71273,                0.66822,                0.69524,                0.47995,                 1.1455,                 1.1284,                 1.6457,              0.0007688,              0.0007688,              0.0007688
                     59,                 1.0433,                0.96038,                 1.2859,                0.68254,                0.67367,                0.69995,                0.48347,                 1.1611,                 1.1701,                 1.6366,             0.00075701,             0.00075701,             0.00075701
                     60,                 1.0597,                0.97112,                 1.2844,                0.64709,                0.72159,                0.70564,                0.48336,                 1.1739,                 1.1496,                 1.6693,             0.00074522,             0.00074522,             0.00074522
                     61,                 1.0411,                0.95669,                 1.2851,                0.68879,                0.67987,                0.71065,                0.50004,                 1.1615,                 1.1043,                  1.667,             0.00073343,             0.00073343,             0.00073343
                     62,                 1.0605,                0.96291,                 1.3006,                0.68274,                0.69671,                0.70823,                0.49739,                 1.1418,                 1.1413,                 1.6223,             0.00072164,             0.00072164,             0.00072164
                     63,                 1.0343,                0.93356,                 1.2757,                0.71898,                0.70609,                0.71281,                0.49916,                 1.1587,                 1.1297,                 1.6549,             0.00070986,             0.00070986,             0.00070986
                     64,                 1.0293,                0.94438,                 1.2637,                0.64204,                0.68974,                0.69528,                 0.5056,                 1.1466,                 1.1525,                 1.6456,             0.00069807,             0.00069807,             0.00069807
                     65,                 1.0294,                0.93115,                 1.2649,                0.73171,                0.69387,                0.72918,                0.51042,                 1.1872,                 1.0935,                 1.6906,             0.00068628,             0.00068628,             0.00068628
                     66,                 1.0193,                0.94747,                 1.2692,                0.72309,                0.67769,                0.72552,                0.51148,                 1.1619,                 1.1251,                 1.6675,             0.00067449,             0.00067449,             0.00067449
                     67,                 1.0087,                0.93289,                 1.2628,                0.72373,                0.67822,                0.71638,                0.51669,                 1.1444,                  1.113,                 1.6566,              0.0006627,              0.0006627,              0.0006627
                     68,                 1.0234,                0.89838,                 1.2556,                0.73167,                0.69789,                0.72405,                0.51438,                 1.1672,                 1.0749,                 1.6774,             0.00065091,             0.00065091,             0.00065091
                     69,                 1.0214,                0.90037,                 1.2606,                0.74687,                0.66436,                0.72917,                0.51361,                 1.1421,                 1.1173,                 1.6188,             0.00063912,             0.00063912,             0.00063912
                     70,                 1.0029,                0.91123,                 1.2513,                0.72366,                0.68584,                0.75516,                0.53962,                 1.1405,                 1.0543,                 1.6337,             0.00062733,             0.00062733,             0.00062733
                     71,                0.99201,                0.89825,                 1.2446,                0.72097,                0.70167,                0.72145,                0.51903,                 1.1235,                 1.0614,                 1.6129,             0.00061554,             0.00061554,             0.00061554
                     72,                 1.0029,                0.89928,                 1.2509,                0.75208,                0.67822,                0.74342,                0.53946,                 1.1146,                 1.0374,                 1.6113,             0.00060375,             0.00060375,             0.00060375
                     73,                0.99612,                0.87793,                 1.2547,                0.75301,                0.71074,                0.74153,                0.52777,                 1.1314,                 1.0774,                 1.6199,             0.00059196,             0.00059196,             0.00059196
                     74,                0.99764,                0.89708,                 1.2525,                0.74442,                0.71217,                 0.7577,                 0.5394,                 1.1348,                 1.0354,                 1.6377,             0.00058017,             0.00058017,             0.00058017
                     75,                0.98845,                0.87281,                 1.2457,                 0.7136,                0.71996,                0.72882,                0.52138,                 1.1321,                 1.0588,                 1.6464,             0.00056838,             0.00056838,             0.00056838
                     76,                0.99048,                0.86641,                 1.2418,                0.70977,                0.71239,                0.73406,                0.52806,                 1.1542,                 1.0563,                 1.6576,              0.0005566,              0.0005566,              0.0005566
                     77,                0.98644,                0.85702,                 1.2423,                0.72307,                0.73952,                0.73038,                0.51626,                 1.1063,                 1.0554,                 1.6338,             0.00054481,             0.00054481,             0.00054481
                     78,                0.98078,                0.86711,                  1.231,                0.73579,                0.72976,                0.73428,                0.52839,                 1.1286,                 1.0546,                 1.6247,             0.00053302,             0.00053302,             0.00053302
                     79,                0.99289,                0.88522,                 1.2435,                0.73358,                0.72772,                0.75856,                0.54047,                 1.1193,                 1.0549,                 1.6171,             0.00052123,             0.00052123,             0.00052123
                     80,                0.98026,                0.84598,                  1.236,                0.74473,                0.72565,                0.76258,                0.54094,                 1.1551,                 1.0355,                 1.6718,             0.00050944,             0.00050944,             0.00050944
                     81,                0.97448,                0.84259,                 1.2308,                0.72433,                0.73964,                0.74993,                 0.5353,                 1.1601,                 1.0424,                 1.6775,             0.00049765,             0.00049765,             0.00049765
                     82,                0.96069,                 0.8419,                   1.24,                0.73626,                0.71532,                0.73819,                0.52602,                 1.1211,                 1.0556,                 1.6395,             0.00048586,             0.00048586,             0.00048586
                     83,                0.98459,                 0.8445,                 1.2311,                 0.7123,                0.73592,                0.74544,                0.53201,                 1.1416,                 1.0374,                 1.6494,             0.00047407,             0.00047407,             0.00047407
                     84,                0.96884,                0.83402,                 1.2372,                0.75732,                0.70446,                0.74468,                0.53155,                 1.1098,                 1.0584,                 1.6182,             0.00046228,             0.00046228,             0.00046228
                     85,                0.96338,                0.84888,                   1.23,                0.73205,                 0.7238,                0.73991,                0.52095,                 1.1492,                 1.0401,                 1.6583,             0.00045049,             0.00045049,             0.00045049
                     86,                0.95996,                0.82845,                 1.2254,                0.74332,                0.69673,                0.75351,                0.53806,                 1.1412,                 1.0348,                 1.6452,              0.0004387,              0.0004387,              0.0004387
                     87,                  0.962,                 0.8333,                 1.2365,                 0.7182,                0.71564,                0.73891,                0.52374,                 1.1228,                 1.0461,                 1.6432,             0.00042691,             0.00042691,             0.00042691
                     88,                 0.9604,                0.83045,                 1.2277,                0.72549,                0.73419,                0.74167,                0.53333,                 1.1181,                 1.0391,                 1.6302,             0.00041512,             0.00041512,             0.00041512
                     89,                0.97213,                0.81757,                 1.2268,                0.76213,                0.71604,                0.77037,                0.55366,                   1.13,                 1.0624,                 1.6443,             0.00040334,             0.00040334,             0.00040334
                     90,                0.95961,                0.81486,                  1.225,                0.73221,                0.73756,                0.74378,                0.53582,                 1.1497,                 1.0781,                 1.6672,             0.00039155,             0.00039155,             0.00039155
                     91,                0.94124,                0.80701,                 1.2174,                 0.7462,                0.72057,                0.75937,                0.54744,                 1.1428,                 1.0394,                 1.6585,             0.00037976,             0.00037976,             0.00037976
                     92,                0.95267,                0.80867,                  1.221,                0.72046,                0.72662,                0.74509,                0.53835,                 1.1305,                 1.0625,                 1.6483,             0.00036797,             0.00036797,             0.00036797
                     93,                0.93087,                0.78039,                 1.2133,                0.72817,                0.72326,                0.75787,                0.55418,                 1.1249,                 1.0189,                 1.6607,             0.00035618,             0.00035618,             0.00035618
                     94,                0.94139,                0.77941,                 1.2121,                0.74222,                0.72146,                0.73533,                0.52566,                 1.1233,                 1.0496,                 1.6255,             0.00034439,             0.00034439,             0.00034439
                     95,                0.93704,                0.78014,                 1.1992,                0.73552,                0.71685,                 0.7412,                0.53057,                 1.1225,                 1.0661,                  1.632,              0.0003326,              0.0003326,              0.0003326
                     96,                0.93147,                 0.7966,                 1.2101,                0.71816,                0.72892,                0.74363,                0.53483,                 1.1145,                 1.0688,                 1.6362,             0.00032081,             0.00032081,             0.00032081
                     97,                0.92949,                0.76044,                  1.205,                0.75807,                0.69983,                0.75554,                0.54487,                 1.1398,                 1.0379,                 1.6589,             0.00030902,             0.00030902,             0.00030902
                     98,                0.93069,                0.77053,                 1.2035,                0.72043,                0.73816,                0.75075,                0.54449,                 1.1359,                 1.0377,                 1.6595,             0.00029723,             0.00029723,             0.00029723
                     99,                0.92497,                0.77431,                 1.1992,                0.74504,                0.71236,                0.73922,                0.53823,                 1.1337,                 1.0198,                 1.6656,             0.00028544,             0.00028544,             0.00028544
                    100,                0.92822,                0.76925,                 1.1984,                0.76376,                0.71326,                0.74538,                0.53185,                 1.1423,                 1.0607,                 1.6696,             0.00027365,             0.00027365,             0.00027365
                    101,                0.89942,                0.75618,                 1.1996,                0.72912,                0.71617,                0.73982,                0.53029,                 1.1261,                 1.0698,                 1.6398,             0.00026186,             0.00026186,             0.00026186
                    102,                0.91794,                0.76527,                 1.1972,                0.74498,                0.73575,                 0.7438,                0.53983,                 1.1055,                 1.0304,                 1.6323,             0.00025007,             0.00025007,             0.00025007
                    103,                0.91283,                0.76055,                 1.1925,                0.74245,                0.69878,                0.74444,                0.54154,                 1.1185,                 1.0362,                 1.6346,             0.00023829,             0.00023829,             0.00023829
                    104,                0.89376,                0.73836,                 1.1745,                0.72682,                 0.7395,                0.74619,                0.54074,                 1.1229,                 1.0338,                 1.6617,              0.0002265,              0.0002265,              0.0002265
                    105,                0.89649,                0.74326,                 1.1861,                0.70718,                 0.7433,                0.75108,                0.54948,                 1.1111,                 1.0432,                 1.6377,             0.00021471,             0.00021471,             0.00021471
                    106,                0.90628,                0.73965,                 1.1936,                0.77254,                0.70291,                0.74905,                0.54898,                 1.1187,                 1.0226,                 1.6446,             0.00020292,             0.00020292,             0.00020292
                    107,                0.90535,                0.74202,                 1.1871,                0.75803,                0.69043,                0.74488,                0.54301,                 1.1001,                  1.054,                 1.6157,             0.00019113,             0.00019113,             0.00019113
                    108,                0.90913,                0.73759,                 1.1861,                0.74535,                0.73995,                0.75135,                0.55121,                 1.0982,                 1.0522,                 1.6158,             0.00017934,             0.00017934,             0.00017934
                    109,                  0.887,                0.73592,                 1.1817,                0.74034,                0.72261,                0.75042,                0.54695,                 1.1204,                 1.0172,                 1.6392,             0.00016755,             0.00016755,             0.00016755
                    110,                 0.8839,                0.72005,                 1.1748,                0.75659,                 0.7058,                0.75729,                0.55708,                 1.1154,                 1.0402,                 1.6391,             0.00015576,             0.00015576,             0.00015576
                    111,                0.86863,                 0.5988,                 1.1806,                0.71619,                0.74309,                0.74926,                0.54117,                  1.111,                 1.0095,                 1.6382,             0.00014397,             0.00014397,             0.00014397
                    112,                0.85359,                0.58168,                  1.164,                0.73589,                0.73311,                0.75548,                0.54446,                 1.1101,                 1.0409,                  1.647,             0.00013218,             0.00013218,             0.00013218
                    113,                0.84432,                0.56614,                 1.1718,                  0.756,                0.72289,                0.75401,                0.54142,                 1.1097,                  1.019,                 1.6452,             0.00012039,             0.00012039,             0.00012039
                    114,                0.83958,                0.56572,                 1.1644,                0.72741,                0.74457,                  0.751,                0.54191,                 1.1159,                  1.035,                 1.6502,              0.0001086,              0.0001086,              0.0001086
                    115,                0.84045,                0.55755,                 1.1706,                 0.7395,                0.72117,                0.74156,                0.53572,                 1.1181,                 1.0535,                 1.6571,             9.6815e-05,             9.6815e-05,             9.6815e-05
                    116,                0.83579,                0.56192,                 1.1629,                0.73393,                0.73026,                 0.7463,                0.54342,                 1.1058,                 1.0575,                 1.6461,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    117,                0.82572,                0.54903,                 1.1575,                0.74679,                0.72803,                0.75363,                0.54533,                 1.1083,                 1.0494,                 1.6456,             7.3236e-05,             7.3236e-05,             7.3236e-05
                    118,                0.82696,                0.55543,                 1.1574,                0.74895,                 0.7207,                0.74646,                0.53689,                 1.1168,                 1.0587,                 1.6572,             6.1447e-05,             6.1447e-05,             6.1447e-05
                    119,                0.82028,                0.55399,                 1.1497,                 0.7476,                0.71238,                0.74651,                0.54104,                 1.1059,                 1.0526,                 1.6464,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    120,                0.81501,                0.53878,                 1.1464,                0.75139,                 0.7158,                0.75245,                0.54451,                 1.1056,                 1.0376,                 1.6496,             3.7869e-05,             3.7869e-05,             3.7869e-05
