文件路径,识别结果,位置,置信度,用时
ExamMonitoring_SIXU_A01857.jpg,良好,"[340, 36, 640, 542]",0.8936719298362732,0.016007184982299805
ExamMonitoring_SIXU_A01857.jpg,疑似作弊,"[0, 8, 288, 503]",0.9140668511390686,0.016007184982299805
Camera: 0,疑似作弊,"[376, 192, 394, 255]",0.4276222884654999,0.021996259689331055
Camera: 0,正常,"[475, 251, 498, 326]",0.5613667368888855,0.021996259689331055
Camera: 0,正常,"[302, 279, 338, 378]",0.657876193523407,0.021996259689331055
Camera: 0,正常,"[527, 250, 555, 320]",0.7459385991096497,0.021996259689331055
Camera: 0,正常,"[409, 197, 434, 254]",0.7525513172149658,0.021996259689331055
Camera: 0,疑似作弊,"[459, 198, 487, 255]",0.7758194804191589,0.021996259689331055
Camera: 0,正常,"[435, 314, 467, 412]",0.7845633625984192,0.021996259689331055
Camera: 0,正常,"[602, 212, 633, 285]",0.7864904403686523,0.021996259689331055
Camera: 0,正常,"[340, 219, 369, 306]",0.7957280278205872,0.021996259689331055
Camera: 0,疑似作弊,"[399, 240, 423, 312]",0.8065637946128845,0.021996259689331055
Camera: 0,正常,"[370, 310, 408, 421]",0.8377325534820557,0.021996259689331055
Camera: 0,正常,"[580, 321, 620, 422]",0.8599423766136169,0.021996259689331055
Camera: 0,正常,"[504, 299, 539, 395]",0.8684777021408081,0.021996259689331055
Camera: 0,疑似作弊,"[376, 192, 394, 255]",0.4279315173625946,0.021999835968017578
Camera: 0,正常,"[475, 251, 498, 326]",0.5613481998443604,0.021999835968017578
Camera: 0,正常,"[302, 279, 338, 378]",0.6581206321716309,0.021999835968017578
Camera: 0,正常,"[527, 250, 555, 320]",0.745945155620575,0.021999835968017578
Camera: 0,正常,"[409, 197, 434, 254]",0.7526810765266418,0.021999835968017578
Camera: 0,疑似作弊,"[459, 198, 487, 255]",0.7758747339248657,0.021999835968017578
Camera: 0,正常,"[435, 314, 467, 412]",0.7846341133117676,0.021999835968017578
Camera: 0,正常,"[602, 212, 633, 285]",0.7865174412727356,0.021999835968017578
Camera: 0,正常,"[340, 219, 369, 306]",0.7956927418708801,0.021999835968017578
Camera: 0,疑似作弊,"[399, 240, 423, 312]",0.8065807819366455,0.021999835968017578
Camera: 0,正常,"[370, 310, 408, 421]",0.8375227451324463,0.021999835968017578
Camera: 0,正常,"[580, 321, 620, 422]",0.8598722219467163,0.021999835968017578
Camera: 0,正常,"[504, 299, 539, 395]",0.868453323841095,0.021999835968017578
Camera: 0,疑似作弊,"[376, 192, 394, 255]",0.42686954140663147,0.02102375030517578
Camera: 0,正常,"[475, 251, 498, 326]",0.5620123744010925,0.02102375030517578
Camera: 0,正常,"[302, 279, 338, 378]",0.6586647629737854,0.02102375030517578
Camera: 0,正常,"[527, 250, 555, 320]",0.7459389567375183,0.02102375030517578
Camera: 0,正常,"[409, 197, 434, 254]",0.7532322406768799,0.02102375030517578
Camera: 0,疑似作弊,"[459, 198, 487, 255]",0.7756655216217041,0.02102375030517578
Camera: 0,正常,"[435, 314, 467, 412]",0.7841862440109253,0.02102375030517578
Camera: 0,正常,"[602, 212, 633, 285]",0.7865102887153625,0.02102375030517578
Camera: 0,正常,"[340, 219, 369, 306]",0.7960569262504578,0.02102375030517578
Camera: 0,疑似作弊,"[399, 240, 423, 312]",0.8060839772224426,0.02102375030517578
Camera: 0,正常,"[370, 310, 408, 421]",0.837390661239624,0.02102375030517578
Camera: 0,正常,"[580, 321, 620, 422]",0.8608896136283875,0.02102375030517578
Camera: 0,正常,"[504, 299, 539, 395]",0.8686227798461914,0.02102375030517578
Camera: 0,正常,"[476, 267, 497, 326]",0.2573545575141907,0.02300262451171875
Camera: 0,疑似作弊,"[375, 206, 394, 260]",0.5145873427391052,0.02300262451171875
Camera: 0,正常,"[302, 282, 338, 387]",0.7379725575447083,0.02300262451171875
Camera: 0,正常,"[526, 254, 555, 328]",0.7413974404335022,0.02300262451171875
Camera: 0,正常,"[602, 215, 632, 287]",0.7638312578201294,0.02300262451171875
Camera: 0,正常,"[409, 201, 433, 257]",0.7687047123908997,0.02300262451171875
Camera: 0,疑似作弊,"[458, 200, 486, 258]",0.799631655216217,0.02300262451171875
Camera: 0,正常,"[338, 222, 369, 308]",0.8005178570747375,0.02300262451171875
Camera: 0,正常,"[504, 304, 538, 395]",0.8199760913848877,0.02300262451171875
Camera: 0,正常,"[435, 315, 466, 414]",0.8221990466117859,0.02300262451171875
Camera: 0,疑似作弊,"[398, 244, 422, 317]",0.8297690153121948,0.02300262451171875
Camera: 0,正常,"[368, 312, 408, 424]",0.8453339338302612,0.02300262451171875
Camera: 0,正常,"[580, 323, 619, 424]",0.8634714484214783,0.02300262451171875
Camera: 0,正常,"[476, 267, 497, 326]",0.2573656737804413,0.027388811111450195
Camera: 0,疑似作弊,"[375, 206, 394, 260]",0.514772891998291,0.027388811111450195
Camera: 0,正常,"[302, 282, 338, 387]",0.7379672527313232,0.027388811111450195
Camera: 0,正常,"[526, 254, 555, 328]",0.7413411736488342,0.027388811111450195
Camera: 0,正常,"[602, 215, 632, 287]",0.7638471126556396,0.027388811111450195
Camera: 0,正常,"[409, 201, 433, 257]",0.768676221370697,0.027388811111450195
Camera: 0,疑似作弊,"[458, 200, 486, 259]",0.7996788024902344,0.027388811111450195
Camera: 0,正常,"[338, 222, 369, 308]",0.8004823327064514,0.027388811111450195
Camera: 0,正常,"[504, 304, 538, 395]",0.820044219493866,0.027388811111450195
Camera: 0,正常,"[435, 315, 466, 414]",0.822217583656311,0.027388811111450195
Camera: 0,疑似作弊,"[398, 244, 422, 317]",0.8297505378723145,0.027388811111450195
Camera: 0,正常,"[368, 312, 408, 424]",0.8453293442726135,0.027388811111450195
Camera: 0,正常,"[580, 323, 619, 424]",0.8634334206581116,0.027388811111450195
Camera: 0,正常,"[476, 267, 497, 326]",0.25742238759994507,0.026774883270263672
Camera: 0,疑似作弊,"[375, 206, 394, 260]",0.5146616697311401,0.026774883270263672
Camera: 0,正常,"[302, 282, 338, 387]",0.7380194664001465,0.026774883270263672
Camera: 0,正常,"[526, 254, 555, 328]",0.7413818836212158,0.026774883270263672
Camera: 0,正常,"[602, 215, 632, 287]",0.7638809680938721,0.026774883270263672
Camera: 0,正常,"[409, 201, 433, 257]",0.7687129974365234,0.026774883270263672
Camera: 0,疑似作弊,"[458, 200, 486, 258]",0.7997446656227112,0.026774883270263672
Camera: 0,正常,"[338, 222, 369, 308]",0.8004777431488037,0.026774883270263672
Camera: 0,正常,"[504, 304, 538, 395]",0.8199442028999329,0.026774883270263672
Camera: 0,正常,"[435, 315, 466, 414]",0.8222750425338745,0.026774883270263672
Camera: 0,疑似作弊,"[398, 244, 422, 317]",0.8297467827796936,0.026774883270263672
Camera: 0,正常,"[368, 312, 408, 424]",0.8453158736228943,0.026774883270263672
Camera: 0,正常,"[580, 323, 619, 424]",0.8634586930274963,0.026774883270263672
Camera: 0,正常,"[476, 267, 497, 326]",0.2591800093650818,0.01799917221069336
Camera: 0,疑似作弊,"[375, 206, 394, 260]",0.5143109560012817,0.01799917221069336
Camera: 0,正常,"[302, 282, 338, 387]",0.7380548119544983,0.01799917221069336
Camera: 0,正常,"[526, 254, 555, 328]",0.7415469884872437,0.01799917221069336
Camera: 0,正常,"[602, 215, 632, 287]",0.7638959288597107,0.01799917221069336
Camera: 0,正常,"[409, 201, 433, 257]",0.7694312930107117,0.01799917221069336
Camera: 0,疑似作弊,"[458, 200, 486, 258]",0.7997815608978271,0.01799917221069336
Camera: 0,正常,"[338, 222, 369, 308]",0.8005152344703674,0.01799917221069336
Camera: 0,正常,"[504, 304, 538, 395]",0.8202864527702332,0.01799917221069336
Camera: 0,正常,"[435, 315, 466, 414]",0.8222261667251587,0.01799917221069336
Camera: 0,疑似作弊,"[398, 244, 422, 317]",0.8295851945877075,0.01799917221069336
Camera: 0,正常,"[368, 312, 408, 424]",0.8453879356384277,0.01799917221069336
Camera: 0,正常,"[580, 323, 619, 424]",0.8631978034973145,0.01799917221069336
Camera: 0,正常,"[476, 267, 497, 326]",0.2604813873767853,0.032510995864868164
Camera: 0,疑似作弊,"[375, 208, 394, 260]",0.5146628618240356,0.032510995864868164
Camera: 0,正常,"[302, 282, 338, 387]",0.7390398383140564,0.032510995864868164
Camera: 0,正常,"[526, 254, 555, 328]",0.741829514503479,0.032510995864868164
Camera: 0,正常,"[602, 215, 632, 287]",0.7652590870857239,0.032510995864868164
Camera: 0,正常,"[409, 201, 433, 257]",0.7698734402656555,0.032510995864868164
Camera: 0,疑似作弊,"[458, 200, 486, 258]",0.8000996708869934,0.032510995864868164
Camera: 0,正常,"[338, 222, 369, 308]",0.8013554215431213,0.032510995864868164
Camera: 0,正常,"[504, 304, 538, 395]",0.8200538754463196,0.032510995864868164
Camera: 0,正常,"[435, 315, 466, 414]",0.8219549059867859,0.032510995864868164
Camera: 0,疑似作弊,"[398, 245, 422, 317]",0.8299857378005981,0.032510995864868164
Camera: 0,正常,"[368, 312, 408, 424]",0.8451816439628601,0.032510995864868164
Camera: 0,正常,"[580, 323, 619, 424]",0.862775444984436,0.032510995864868164
Camera: 0,正常,"[521, 175, 555, 284]",0.35956287384033203,0.029999971389770508
Camera: 0,疑似作弊,"[390, 155, 420, 253]",0.49028754234313965,0.029999971389770508
Camera: 0,正常,"[390, 156, 420, 255]",0.6750991344451904,0.029999971389770508
Camera: 0,疑似作弊,"[521, 174, 555, 284]",0.7722215056419373,0.029999971389770508
Camera: 0,疑似作弊,"[293, 182, 326, 281]",0.7992156147956848,0.029999971389770508
Camera: 0,正常,"[521, 175, 555, 284]",0.35974109172821045,0.019999265670776367
Camera: 0,疑似作弊,"[390, 155, 420, 253]",0.49013960361480713,0.019999265670776367
Camera: 0,正常,"[390, 156, 420, 255]",0.6751028299331665,0.019999265670776367
Camera: 0,疑似作弊,"[521, 174, 555, 284]",0.7721961736679077,0.019999265670776367
Camera: 0,疑似作弊,"[293, 182, 326, 281]",0.7992506623268127,0.019999265670776367
Camera: 0,正常,"[521, 175, 555, 284]",0.35976874828338623,0.019999265670776367
Camera: 0,疑似作弊,"[390, 155, 420, 253]",0.49022990465164185,0.019999265670776367
Camera: 0,正常,"[390, 156, 420, 255]",0.6749219298362732,0.019999265670776367
Camera: 0,疑似作弊,"[521, 174, 555, 284]",0.7721784114837646,0.019999265670776367
Camera: 0,疑似作弊,"[293, 182, 326, 281]",0.7992725372314453,0.019999265670776367
Camera: 0,正常,"[521, 175, 555, 284]",0.3594169616699219,0.026816606521606445
Camera: 0,疑似作弊,"[390, 155, 420, 253]",0.49014076590538025,0.026816606521606445
Camera: 0,正常,"[390, 156, 420, 255]",0.6749382615089417,0.026816606521606445
Camera: 0,疑似作弊,"[521, 174, 555, 284]",0.7721545100212097,0.026816606521606445
Camera: 0,疑似作弊,"[293, 182, 326, 281]",0.7992761731147766,0.026816606521606445
Camera: 0,正常,"[521, 175, 555, 284]",0.3602604269981384,0.021012544631958008
Camera: 0,疑似作弊,"[390, 155, 420, 253]",0.4898609519004822,0.021012544631958008
Camera: 0,正常,"[390, 156, 420, 255]",0.6752710342407227,0.021012544631958008
Camera: 0,疑似作弊,"[521, 174, 555, 284]",0.7720637917518616,0.021012544631958008
Camera: 0,疑似作弊,"[293, 182, 326, 281]",0.7992833852767944,0.021012544631958008
Camera: 0,疑似作弊,"[392, 149, 424, 254]",0.4349520206451416,0.02502274513244629
Camera: 0,疑似作弊,"[522, 171, 558, 283]",0.7276594042778015,0.02502274513244629
Camera: 0,疑似作弊,"[295, 179, 329, 278]",0.7354475855827332,0.02502274513244629
Camera: 0,正常,"[392, 149, 422, 255]",0.8064931631088257,0.02502274513244629
Camera: 0,疑似作弊,"[392, 149, 424, 254]",0.43498507142066956,0.01799798011779785
Camera: 0,疑似作弊,"[522, 171, 558, 283]",0.7277610898017883,0.01799798011779785
Camera: 0,疑似作弊,"[295, 179, 329, 278]",0.7353686094284058,0.01799798011779785
Camera: 0,正常,"[392, 149, 422, 255]",0.8064377903938293,0.01799798011779785
Camera: 0,疑似作弊,"[392, 149, 424, 254]",0.4348945915699005,0.021997690200805664
Camera: 0,疑似作弊,"[522, 171, 558, 283]",0.7276663780212402,0.021997690200805664
Camera: 0,疑似作弊,"[295, 179, 329, 278]",0.7353737354278564,0.021997690200805664
Camera: 0,正常,"[392, 149, 422, 255]",0.8063939809799194,0.021997690200805664
Camera: 0,疑似作弊,"[392, 149, 424, 254]",0.43467453122138977,0.019998788833618164
Camera: 0,疑似作弊,"[522, 171, 558, 283]",0.7278271317481995,0.019998788833618164
Camera: 0,疑似作弊,"[295, 179, 329, 278]",0.7353635430335999,0.019998788833618164
Camera: 0,正常,"[392, 149, 422, 255]",0.8064760565757751,0.019998788833618164
Camera: 0,疑似作弊,"[392, 149, 424, 254]",0.4346928000450134,0.03011155128479004
Camera: 0,疑似作弊,"[522, 171, 558, 283]",0.7276922464370728,0.03011155128479004
Camera: 0,疑似作弊,"[295, 179, 329, 278]",0.7355772852897644,0.03011155128479004
Camera: 0,正常,"[392, 149, 422, 255]",0.8066454529762268,0.03011155128479004
Camera: 0,疑似作弊,"[391, 148, 424, 253]",0.41562601923942566,0.01805281639099121
Camera: 0,疑似作弊,"[522, 170, 559, 282]",0.7339653968811035,0.01805281639099121
Camera: 0,疑似作弊,"[295, 178, 329, 277]",0.7444509863853455,0.01805281639099121
Camera: 0,正常,"[392, 148, 422, 253]",0.7619502544403076,0.01805281639099121
Camera: 0,疑似作弊,"[391, 148, 424, 253]",0.41363778710365295,0.024017810821533203
Camera: 0,疑似作弊,"[522, 170, 559, 282]",0.733230471611023,0.024017810821533203
Camera: 0,疑似作弊,"[295, 178, 329, 277]",0.7449047565460205,0.024017810821533203
Camera: 0,正常,"[391, 148, 423, 253]",0.7620602250099182,0.024017810821533203
Camera: 0,疑似作弊,"[522, 170, 559, 282]",0.7000706791877747,0.017008066177368164
Camera: 0,疑似作弊,"[295, 178, 329, 277]",0.749445915222168,0.017008066177368164
Camera: 0,正常,"[392, 147, 423, 253]",0.7896084785461426,0.017008066177368164
Camera: 0,疑似作弊,"[522, 170, 559, 282]",0.6998074650764465,0.01999521255493164
Camera: 0,疑似作弊,"[295, 178, 329, 277]",0.7493438124656677,0.01999521255493164
Camera: 0,正常,"[392, 147, 423, 253]",0.789577305316925,0.01999521255493164
Camera: 0,疑似作弊,"[522, 170, 559, 282]",0.699381947517395,0.020999908447265625
Camera: 0,疑似作弊,"[295, 178, 329, 277]",0.7494494318962097,0.020999908447265625
Camera: 0,正常,"[392, 147, 423, 253]",0.7881746888160706,0.020999908447265625
Camera: 0,疑似作弊,"[522, 171, 557, 281]",0.7692610621452332,0.017867326736450195
Camera: 0,疑似作弊,"[294, 178, 328, 278]",0.7770773768424988,0.017867326736450195
Camera: 0,正常,"[391, 149, 420, 254]",0.8204697370529175,0.017867326736450195
Camera: 0,疑似作弊,"[522, 171, 557, 281]",0.7691591382026672,0.016999006271362305
Camera: 0,疑似作弊,"[294, 178, 328, 278]",0.7770509719848633,0.016999006271362305
Camera: 0,正常,"[391, 149, 420, 254]",0.8204913139343262,0.016999006271362305
Camera: 0,疑似作弊,"[522, 171, 557, 281]",0.7692104578018188,0.018003225326538086
Camera: 0,疑似作弊,"[294, 178, 328, 278]",0.7769951224327087,0.018003225326538086
Camera: 0,正常,"[391, 149, 420, 254]",0.8205270171165466,0.018003225326538086
Camera: 0,疑似作弊,"[522, 171, 557, 281]",0.7693670392036438,0.02000117301940918
Camera: 0,疑似作弊,"[294, 178, 328, 278]",0.7770886421203613,0.02000117301940918
Camera: 0,正常,"[391, 149, 420, 254]",0.8206844329833984,0.02000117301940918
Camera: 0,疑似作弊,"[522, 171, 557, 281]",0.7687503099441528,0.017999649047851562
Camera: 0,疑似作弊,"[294, 178, 328, 278]",0.776983380317688,0.017999649047851562
Camera: 0,正常,"[391, 149, 420, 254]",0.8204970955848694,0.017999649047851562
Camera: 0,疑似作弊,"[521, 172, 556, 281]",0.7237858176231384,0.01999688148498535
Camera: 0,疑似作弊,"[293, 181, 327, 279]",0.8008785247802734,0.01999688148498535
Camera: 0,正常,"[391, 152, 419, 254]",0.8115279078483582,0.01999688148498535
Camera: 0,疑似作弊,"[521, 172, 556, 281]",0.723715603351593,0.017996549606323242
Camera: 0,疑似作弊,"[293, 181, 327, 279]",0.8008332252502441,0.017996549606323242
Camera: 0,正常,"[391, 152, 419, 254]",0.8115352988243103,0.017996549606323242
Camera: 0,疑似作弊,"[521, 172, 556, 281]",0.7237886786460876,0.019993305206298828
Camera: 0,疑似作弊,"[293, 181, 327, 279]",0.8007020354270935,0.019993305206298828
Camera: 0,正常,"[391, 152, 419, 254]",0.8119653463363647,0.019993305206298828
Camera: 0,疑似作弊,"[521, 172, 556, 281]",0.7212326526641846,0.020002365112304688
Camera: 0,疑似作弊,"[293, 181, 327, 279]",0.8004520535469055,0.020002365112304688
Camera: 0,正常,"[391, 152, 419, 254]",0.8113613128662109,0.020002365112304688
Camera: 0,疑似作弊,"[521, 172, 556, 281]",0.7188178300857544,0.01771998405456543
Camera: 0,疑似作弊,"[293, 181, 327, 280]",0.7960707545280457,0.01771998405456543
Camera: 0,正常,"[391, 152, 420, 255]",0.8140252232551575,0.01771998405456543
Camera: 0,疑似作弊,"[392, 150, 424, 255]",0.46069028973579407,0.020036697387695312
Camera: 0,疑似作弊,"[295, 179, 329, 278]",0.7492021322250366,0.020036697387695312
Camera: 0,疑似作弊,"[522, 172, 559, 284]",0.7498929500579834,0.020036697387695312
Camera: 0,正常,"[393, 150, 423, 256]",0.7962083220481873,0.020036697387695312
Camera: 0,疑似作弊,"[392, 150, 424, 255]",0.46175333857536316,0.018997907638549805
Camera: 0,疑似作弊,"[295, 179, 329, 278]",0.7491129040718079,0.018997907638549805
Camera: 0,疑似作弊,"[522, 172, 559, 284]",0.7495635151863098,0.018997907638549805
Camera: 0,正常,"[393, 150, 423, 256]",0.7958956956863403,0.018997907638549805
Camera: 0,疑似作弊,"[392, 150, 424, 255]",0.4607544541358948,0.016998291015625
Camera: 0,疑似作弊,"[295, 179, 329, 278]",0.7499829530715942,0.016998291015625
Camera: 0,疑似作弊,"[522, 172, 559, 284]",0.7504943609237671,0.016998291015625
Camera: 0,正常,"[393, 150, 423, 256]",0.7965927124023438,0.016998291015625
Camera: 0,疑似作弊,"[392, 150, 424, 255]",0.4419853687286377,0.022997379302978516
Camera: 0,疑似作弊,"[295, 179, 329, 278]",0.7491913437843323,0.022997379302978516
Camera: 0,疑似作弊,"[522, 172, 559, 284]",0.7545756697654724,0.022997379302978516
Camera: 0,正常,"[393, 150, 423, 256]",0.8030454516410828,0.022997379302978516
Camera: 0,疑似作弊,"[392, 150, 424, 255]",0.4641825556755066,0.018998146057128906
Camera: 0,疑似作弊,"[295, 179, 329, 277]",0.7494385242462158,0.018998146057128906
Camera: 0,疑似作弊,"[522, 172, 559, 284]",0.7566147446632385,0.018998146057128906
Camera: 0,正常,"[393, 150, 423, 256]",0.7976953387260437,0.018998146057128906
Camera: 0,良好,"[417, 0, 624, 384]",0.2986513376235962,0.020999670028686523
Camera: 0,疑似作弊,"[419, 1, 620, 385]",0.37387707829475403,0.020999670028686523
Camera: 0,疑似作弊,"[225, 0, 444, 439]",0.6548658609390259,0.020999670028686523
Camera: 0,良好,"[417, 0, 624, 384]",0.29883816838264465,0.020001888275146484
Camera: 0,疑似作弊,"[419, 1, 620, 385]",0.37384334206581116,0.020001888275146484
Camera: 0,疑似作弊,"[225, 0, 444, 439]",0.6546424031257629,0.020001888275146484
Camera: 0,良好,"[417, 0, 624, 384]",0.2989751696586609,0.01599860191345215
Camera: 0,疑似作弊,"[419, 1, 620, 385]",0.3735966086387634,0.01599860191345215
Camera: 0,疑似作弊,"[225, 0, 444, 439]",0.6547395586967468,0.01599860191345215
Camera: 0,良好,"[417, 0, 624, 384]",0.29897913336753845,0.03899693489074707
Camera: 0,疑似作弊,"[419, 1, 620, 385]",0.37362635135650635,0.03899693489074707
Camera: 0,疑似作弊,"[225, 0, 444, 439]",0.6549258828163147,0.03899693489074707
Camera: 0,疑似作弊,"[420, 1, 620, 385]",0.37310829758644104,0.055535078048706055
Camera: 0,疑似作弊,"[225, 0, 444, 439]",0.6599281430244446,0.055535078048706055
Camera: 0,良好,"[419, 3, 617, 384]",0.2867452800273895,0.02399754524230957
Camera: 0,疑似作弊,"[223, 0, 443, 443]",0.6108177304267883,0.02399754524230957
Camera: 0,疑似作弊,"[423, 6, 614, 381]",0.26776307821273804,0.022999286651611328
Camera: 0,疑似作弊,"[223, 0, 443, 443]",0.6499611735343933,0.022999286651611328
Camera: 0,疑似作弊,"[423, 6, 614, 381]",0.267688512802124,0.019000530242919922
Camera: 0,疑似作弊,"[223, 0, 443, 443]",0.6497665047645569,0.019000530242919922
Camera: 0,疑似作弊,"[423, 6, 614, 381]",0.26755231618881226,0.030000686645507812
Camera: 0,疑似作弊,"[223, 0, 443, 443]",0.6506415605545044,0.030000686645507812
Camera: 0,疑似作弊,"[423, 6, 614, 381]",0.2675202786922455,0.02300119400024414
Camera: 0,疑似作弊,"[223, 0, 443, 443]",0.6511519551277161,0.02300119400024414
Camera: 0,良好,"[419, 2, 616, 382]",0.2544551491737366,0.02199864387512207
Camera: 0,疑似作弊,"[223, 0, 443, 442]",0.6845039129257202,0.02199864387512207
Camera: 0,良好,"[419, 2, 616, 382]",0.2545141279697418,0.022001981735229492
Camera: 0,疑似作弊,"[223, 0, 443, 442]",0.6845646500587463,0.022001981735229492
Camera: 0,良好,"[419, 2, 616, 382]",0.2545281648635864,0.01999950408935547
Camera: 0,疑似作弊,"[223, 0, 443, 442]",0.6846535205841064,0.01999950408935547
Camera: 0,良好,"[419, 2, 616, 382]",0.25436070561408997,0.02200007438659668
Camera: 0,疑似作弊,"[223, 0, 443, 442]",0.6847968101501465,0.02200007438659668
Camera: 0,良好,"[419, 2, 616, 382]",0.25684255361557007,0.01999688148498535
Camera: 0,疑似作弊,"[223, 0, 443, 442]",0.6825343370437622,0.01999688148498535
Camera: 0,疑似作弊,"[223, 0, 443, 441]",0.6417685747146606,0.025002241134643555
Camera: 0,疑似作弊,"[223, 0, 443, 441]",0.6441997289657593,0.01999950408935547
Camera: 0,疑似作弊,"[223, 0, 443, 441]",0.6394569277763367,0.018999099731445312
Camera: 0,良好,"[225, 0, 446, 428]",0.255079448223114,0.027005434036254883
Camera: 0,疑似作弊,"[421, 2, 611, 384]",0.26912596821784973,0.027005434036254883
Camera: 0,疑似作弊,"[223, 0, 443, 441]",0.6249504685401917,0.027005434036254883
Camera: 0,良好,"[225, 0, 446, 428]",0.2540903091430664,0.020998001098632812
Camera: 0,疑似作弊,"[421, 2, 611, 384]",0.2693631649017334,0.020998001098632812
Camera: 0,疑似作弊,"[223, 0, 443, 441]",0.6253674626350403,0.020998001098632812
Camera: 0,良好,"[419, 1, 624, 385]",0.29093778133392334,0.021000146865844727
Camera: 0,疑似作弊,"[422, 2, 620, 384]",0.3539946973323822,0.021000146865844727
Camera: 0,疑似作弊,"[225, 0, 445, 443]",0.6225008964538574,0.021000146865844727
Camera: 0,良好,"[419, 1, 624, 385]",0.29100123047828674,0.019002199172973633
Camera: 0,疑似作弊,"[422, 2, 620, 384]",0.3538421392440796,0.019002199172973633
Camera: 0,疑似作弊,"[225, 0, 445, 443]",0.6224557161331177,0.019002199172973633
Camera: 0,良好,"[419, 1, 624, 385]",0.29093265533447266,0.018003463745117188
Camera: 0,疑似作弊,"[422, 2, 620, 384]",0.3541143238544464,0.018003463745117188
Camera: 0,疑似作弊,"[225, 0, 445, 443]",0.6221543550491333,0.018003463745117188
Camera: 0,良好,"[419, 1, 624, 385]",0.2908727526664734,0.017998933792114258
Camera: 0,疑似作弊,"[422, 2, 620, 384]",0.35406580567359924,0.017998933792114258
Camera: 0,疑似作弊,"[225, 0, 445, 443]",0.6221185326576233,0.017998933792114258
Camera: 0,良好,"[419, 1, 624, 385]",0.2901882827281952,0.019001007080078125
Camera: 0,疑似作弊,"[422, 2, 620, 384]",0.3546854853630066,0.019001007080078125
Camera: 0,疑似作弊,"[225, 0, 445, 443]",0.6233755350112915,0.019001007080078125
Camera: 0,良好,"[227, 0, 443, 434]",0.2630266547203064,0.02496790885925293
Camera: 0,疑似作弊,"[418, 2, 612, 382]",0.38125768303871155,0.02496790885925293
Camera: 0,疑似作弊,"[225, 0, 444, 443]",0.4630972146987915,0.02496790885925293
Camera: 0,良好,"[227, 0, 443, 434]",0.2630801796913147,0.016000032424926758
Camera: 0,疑似作弊,"[418, 2, 612, 382]",0.3812713325023651,0.016000032424926758
Camera: 0,疑似作弊,"[225, 0, 444, 443]",0.4630943536758423,0.016000032424926758
Camera: 0,良好,"[227, 0, 443, 434]",0.26482683420181274,0.018996477127075195
Camera: 0,疑似作弊,"[418, 2, 612, 382]",0.37970516085624695,0.018996477127075195
Camera: 0,疑似作弊,"[225, 0, 444, 443]",0.46129757165908813,0.018996477127075195
Camera: 0,良好,"[227, 0, 443, 434]",0.26417091488838196,0.020000457763671875
Camera: 0,疑似作弊,"[418, 2, 612, 382]",0.3794662058353424,0.020000457763671875
Camera: 0,疑似作弊,"[225, 0, 444, 443]",0.4650513827800751,0.020000457763671875
Camera: 0,良好,"[417, 2, 623, 385]",0.2976539134979248,0.018000125885009766
Camera: 0,疑似作弊,"[419, 2, 617, 382]",0.3475201427936554,0.018000125885009766
Camera: 0,疑似作弊,"[225, 0, 444, 443]",0.4967058002948761,0.018000125885009766
Camera: 0,疑似作弊,"[381, 38, 598, 492]",0.8806574940681458,0.015001535415649414
Camera: 0,良好,"[224, 78, 399, 513]",0.8980693221092224,0.015001535415649414
Camera: 0,疑似作弊,"[381, 38, 598, 492]",0.8806946873664856,0.01599740982055664
Camera: 0,良好,"[224, 78, 399, 513]",0.8980854153633118,0.01599740982055664
Camera: 0,疑似作弊,"[381, 38, 598, 492]",0.8806869387626648,0.015001296997070312
Camera: 0,良好,"[224, 78, 399, 513]",0.8980752825737,0.015001296997070312
Camera: 0,疑似作弊,"[381, 38, 598, 492]",0.8806776404380798,0.018995046615600586
Camera: 0,良好,"[224, 78, 399, 513]",0.8981029987335205,0.018995046615600586
Camera: 0,疑似作弊,"[381, 38, 598, 492]",0.880743145942688,0.019002199172973633
Camera: 0,良好,"[224, 78, 399, 513]",0.8981167674064636,0.019002199172973633
Camera: 0,疑似作弊,"[381, 39, 597, 493]",0.892126739025116,0.017000198364257812
Camera: 0,良好,"[221, 77, 398, 513]",0.8991564512252808,0.017000198364257812
Camera: 0,疑似作弊,"[381, 39, 597, 493]",0.8921529054641724,0.020000934600830078
Camera: 0,良好,"[221, 77, 398, 513]",0.8991396427154541,0.020000934600830078
Camera: 0,疑似作弊,"[381, 39, 597, 493]",0.8921485543251038,0.015000581741333008
Camera: 0,良好,"[221, 77, 398, 513]",0.8991549015045166,0.015000581741333008
Camera: 0,疑似作弊,"[381, 39, 597, 493]",0.8921455144882202,0.02200031280517578
Camera: 0,良好,"[221, 77, 398, 513]",0.8990897536277771,0.02200031280517578
Camera: 0,疑似作弊,"[381, 39, 597, 493]",0.8921785354614258,0.015999794006347656
Camera: 0,良好,"[221, 77, 398, 513]",0.8990722894668579,0.015999794006347656
Camera: 0,疑似作弊,"[382, 59, 598, 486]",0.8619179725646973,0.015999317169189453
Camera: 0,良好,"[226, 76, 398, 514]",0.9085738658905029,0.015999317169189453
Camera: 0,疑似作弊,"[382, 40, 598, 491]",0.863821268081665,0.017000436782836914
Camera: 0,良好,"[226, 77, 398, 514]",0.9070963263511658,0.017000436782836914
Camera: 0,疑似作弊,"[382, 59, 597, 487]",0.8620314002037048,0.014999866485595703
Camera: 0,良好,"[226, 77, 398, 513]",0.90926194190979,0.014999866485595703
